	Phocaeicola_vulgatus	Faecalibacterium_prausnitzii	Bacteroides_uniformis	Prevotella_copri_clade_A	Bacteroides_stercoris	Phocaeicola_dorei	Bacteroides_ovatus	Bacteroides_fragilis	Eubacterium_rectale	Alistipes_putredinis	Bacteroides_caccae	Parabacteroides_distasonis	Bacteroides_xylanisolvens	Roseburia_faecis	Bacteroides_thetaiotaomicron	Roseburia_intestinalis	Phocaeicola_massiliensis	Alistipes_onderdonkii	Parabacteroides_merdae	Akkermansia_muciniphila	Escherichia_coli	Bacteroides_eggerthii	Sutterella_wadsworthensis	Dialister_invisus	Bacteroides_faecis	Bacteroides_cellulosilyticus	Lachnospira_eligens	Faecalibacterium_SGB15346	Eubacterium_siraeum	Barnesiella_intestinihominis	Alistipes_finegoldii	Phascolarctobacterium_faecium	Prevotella_sp_885	Flavonifractor_plautii	Lachnospira_pectinoschiza	Veillonella_parvula	Enterocloster_bolteae	Dysosmobacter_welbionis	Candidatus_Cibionibacter_quicibialis	Firmicutes_bacterium_AF16_15	Ruminococcus_bicirculans	Clostridium_sp_AF34_10BH	Odoribacter_splanchnicus	Alistipes_shahii	Ruminococcus_bromii	Bacteroides_finegoldii	Anaerostipes_hadrus	Prevotella_copri_clade_B	Roseburia_inulinivorans	Prevotella_marseillensis	Bacteroides_caecigallinarum	Phocaeicola_coprocola	Fusicatenibacter_saccharivorans	Ruminococcus_gnavus	Dysosmobacter_sp_BX15	Faecalibacterium_SGB15315	Alistipes_SGB2313	Ruminococcus_torques	Waltera_intestinalis	Blautia_wexlerae	Phocaeicola_plebeius	Ruminococcus_sp_BSD2780120874_150323_B10	Oscillibacter_sp_ER4	Parasutterella_excrementihominis	Acidaminococcus_intestini	Veillonella_dispar	Klebsiella_pneumoniae	GGB3746_SGB5089	GGB1266_SGB1699	Dorea_longicatena	GGB1543_SGB2126	Coprococcus_eutactus	Paraprevotella_clara	Prevotella_copri_clade_E	GGB3278_SGB4328	Roseburia_hominis	Prevotella_copri_clade_C	GGB1680_SGB2312	Bacteroides_ilei	GGB3277_SGB4327	Clostridium_sp_AF36_4	Clostridium_fessum	Lacrimispora_amygdalina	Akkermansia_sp_KLE1798	Bifidobacterium_longum	Clostridiales_bacterium	Clostridiaceae_bacterium	Clostridium_sp_AM22_11AC	GGB9708_SGB15234	Bifidobacterium_adolescentis	Alistipes_dispar	Enterocloster_clostridioformis	Eisenbergiella_massiliensis	Eubacterium_ventriosum	Lachnospira_sp_NSJ_43	Prevotella_stercorea	GGB9342_SGB14306	Hungatella_hathewayi	GGB781_SGB1024	Blautia_obeum	Haemophilus_parainfluenzae	Blautia_faecis	Bilophila_wadsworthia	Clostridium_leptum	Parasutterella_SGB9260	Clostridium_symbiosum	Ruthenibacterium_lactatiformans	Clostridium_sp_AF20_17LB	GGB9713_SGB15249	GGB51647_SGB4348	Roseburia_sp_AF02_12	GGB1549_SGB2133	Clostridium_sp_AT4	GGB6601_SGB9333	GGB4237_SGB5728	Phocaeicola_sartorii	Proteus_mirabilis	Clostridium_sp_1001270H_150608_G6	Alistipes_communis	Dysgonomonas_mossii	GGB33469_SGB15236	Vescimonas_coprocola	Rikenellaceae_bacterium	Prevotella_SGB48271	Bacteroides_salyersiae	Ruminococcus_lactaris	GGB3304_SGB4367	Bacteroides_intestinalis	Phascolarctobacterium_succinatutens	Bacteroides_mediterraneensis	Collinsella_aerofaciens	GGB33512_SGB15201	GGB3175_SGB4191	Clostridium_sp_AM49_4BH	Lactobacillus_acidophilus	GGB16040_SGB9347	Collinsella_SGB14861	Veillonella_rogosae	Butyrivibrio_crossotus	GGB9453_SGB14844	Lacrimispora_celerecrescens	Coprococcus_comes	Tyzzerella_nexilis	Oscillospiraceae_bacterium	Clostridiaceae_bacterium_Marseille_Q4149	GGB3267_SGB4317	GGB9480_SGB14874	GGB3478_SGB14857	Gemmiger_formicilis	GGB58485_SGB80143	GGB28645_SGB41268
HSM7J4HE	0.081261637	0.0336383	0.006088646	0.563684183	0.006321073	0	0.001660065	0	0.012494869	0.008771109	0.005745836	0.003118967	0.001940545	0	0	0	0.041141515	0.000235242	0.013260411	0.001768638	0	0	0.015670938	0	0.002687489	0	0.000512405	0	4.735E-05	0.004575357	0.001031245	0	0	0.000359599	0	0	0	0.000171204	0	0.002520508	0	0.000365831	0.000809675	0.000188897	0	0.003072421	0.003102078	0.132418229	8.41443E-05	0	0	0	0.001450559	0	0.002725289	0.001266286	0	0.000250523	0.000219559	0.000690445	0	0	0.004371279	0	0	0	0	0	0	0.005162356	0	0	0.00512335	0	0	0.000230919	0	0	0	0	0	0.000662598	0.000777002	0	0	0.0002463	0.001679467	0.000558046	0	0	0	0	0	0	0.001001085	0	0	0	0	0.00039579	0.000108171	0.000866173	0.000173416	0	0	0	0	0	0	0	0.000792182	0	0	0	0	0	0	0	2.07093E-05	0	0	0	0	0	0	0	0.001550285	0	0.019484975	0	7.07737E-05	0	0	0	0	0	0.000191913	0	0	0	0.000544475	1.57833E-05	0	0	0.00039398	0	0	0	0.000227903	0	0
HSM7J4HG	0.166661858	0.156824891	0.00947576	0.157168002	0.005594518	0	0.000396159	0	0.022428537	0.025988177	0.008024004	0.006392834	0.002233526	0	0	0	0.093747088	0	0.034382591	0.006690651	0.001001617	0	0.048163672	0	0.00242566	0	0.001241526	0	0.003140731	0.002821819	0.000995516	0	0	0.000888592	0	0.014472058	0	0.000428112	0.000237427	0.020386006	0.001346693	0.000410119	0.001874594	0.000298231	0	0.002903201	0.002688215	0.025264109	0	0	0	0	0.004506968	0.00186415	0.004227868	0.00195122	0	0.001363238	0.000718381	0.000533693	0	0	0.015733025	0	0	0.006323447	0	0	0	0.004614617	0	0	0.023046197	0	0	0.002676736	0	0	0	0	0	0.002313771	0.003120256	0	0	0.000967699	0.012165215	0.001532621	0	0	0	0	0	1.79931E-05	0.002138907	0	0	0	0	0.002456269	0.013971974	0.00068043	0.001219189	0.000827891	0	0	0.000290889	0	0	0	0	0	0	0	0	0	0	0	4.03294E-05	0	0	0.000519526	0	0	0	0	0.013302298	0	0.020293662	0	0.000551582	0	0	0.000211057	0	0	0.001408531	0.000145703	0	0	0.000409292	0	0	0	0.023312165	0	0	0	0.003546714	0	0
HSM7J4HI	0.12890662	0.097244248	0.006195205	0.15094753	0.00803249	0	0.005822065	0	0.021782677	0.027604432	0.013467154	0.004169025	0.001170262	0	0	0.002323163	0.118118719	0.001513332	0.014437774	0.010684876	0	0	0.010461364	0	0.008429501	0.000171638	0.000823058	0	0.00499942	0.01136461	0.002646806	0	0	0.000823988	0	0	0	0.00064398	0.000193855	0.007046783	0.002151938	0.000170502	0.003614119	0.000851165	0	0.009481134	7.83274E-05	0.211656364	0.000201192	0	0	0	0.000830912	0.001122005	0.012987063	0.006238192	0	0.000713627	0	0.000278796	0	0	0.016140414	0	0	0	0	0	0	0.001808971	0	0	0.006658246	0	0	4.87738E-05	0	0	0	0	0.000335217	0.00062228	0.001251792	0	0	0.000591796	0.002843865	0.00032385	0	0	0	0	0	0.000250482	7.33674E-05	0	0	0	0	0.000418297	0.000270839	0.000842382	0.00162793	0	0	0	2.68669E-05	0	0	0	0.022897241	0	0	0	0	0	0	0	0.000938586	0	0	0.000135471	0	0	0	0	0.008760584	0	0.013541245	0	0.000172362	0	0	0.000280966	0	0	0	0	0	0	0.000194269	0	0	0	0.006962979	0	0	0	0.001581016	0	0
HSM7J4HK	0.170465914	0.081844887	0.00747516	0.065636709	0.025374667	0	0.022174014	0	0.009501498	0.048144403	0.013096111	0.008944867	0.007015207	0	0	0.000253358	0.133750777	0.003332954	0.005009571	0.048238559	5.47488E-05	0	0.040904737	0	0.014249094	0.012643618	0.000395747	0	0.013725565	0.025091255	0.007088976	0	0	0.000624935	0	3.4993E-05	4.77082E-05	0.00207373	0.000152687	0.014189406	0	0	0.007526441	0.008150431	0	0.008353874	0.00013083	0.018727149	3.46778E-05	0	0	0	0.00430824	0.002697615	0.009175632	0.003087057	0	0.000412455	0.001188186	0.001954355	0	0	0.015303193	0	0	0	0	0	0	0.004981829	0	0	0.051685739	0	0	0	0	0	0	0	0.002261621	0.002056812	0.001695007	0	9.77282E-05	0.000954374	0.010923601	0.000665498	0	0	0	0	0	0.003828005	0	0	0	0.000173704	0	0.000841619	0	0.00055001	0.003013708	0.000544021	0	0	0.000798534	0	0	0	0.000107396	0	0	0	0	0	0	0	0.001615669	0	0	0.001280765	0	0	0	0	0.014839141	0	0.019853862	0	0.000144806	0	0	0.001432612	0	0	0.000734643	0	0	0	0.000339422	0	0	0	0.005096055	0	0	0	0.006897828	0	0
HSM7J4HM	0.278701552	0.150801277	0	0	0	0	0.039742526	0	0.29572191	0.0162155	0.0027608	0.039356677	0.002509288	0	0	0	0	0	0.023386862	0	0	0	0	0.000271959	0	0	0.01578187	0	0	0	0	0	0	0.00500438	0	0.000170994	0.002327276	0	0	0	0	0.000273442	0	0	0	0	0.010469935	0	0.003091981	0	0	0	0	0.000150017	0	0	0	0.003628906	0	0.003317748	0	0	0	0.015894383	0	5.76336E-05	0	0.000376632	0	0.034590142	0	0	0	0	0	0	0	0	0	0	0	0	0.011476828	0	0.008725775	0	0	0	0	0	0	0.000494018	0	0	0	0	0	0	0	0.008222329	0.000187097	0.001118241	0	0	0	0.000428015	4.68273E-05	0	0	0	0	0	0.004053319	0	0	3.70805E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003963478	0	0	0	0	0	0	3.2313E-05	0	0	0.010220224	0.006424138	0	0	0	0	0	0	0	0	0
HSM7J4HO	0.35940543	0.20857795	0	0	0	0	0.019944822	0	0.114038716	0.019366222	0.007939321	0.032371585	0.025153775	0.096381931	0	0	0	0	0.024784405	0	0	0	0	0.000653013	0	0	0.0055256	0	0	0	0.001523663	0	0	0.000635162	0	0.000130354	0.001356985	0	0	0	0	0.000289248	0	0	0	0	0.005633848	0	0.000735211	0	0	0	0	0.0001371	0	0	0	0.007385422	0	0.00685529	0	0	0	0.004990798	0	1.44261E-05	0	0.018593338	0	0.007447174	0	0	0	0	0	1.10012E-05	0	0	0	0	0	0	0.009650938	0	0.00439715	0.000721822	0.001508614	0	0	0	0	0.000196568	0	0	0	0	0	0	0	0.003697329	9.6416E-05	0.000402373	0	0	0	0.000256971	3.73625E-06	0	0	0	0	0	0.001430361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001358023	0	0	0	0	0	0	0	0	0	0.004005985	0.002288556	0	0	0	0	0	0	0.00010337	0	0
HSM7J4HQ	0.621222457	0.14816587	0.000783059	0	0.003498561	0	0.014239202	0.000452769	0.029497313	0.011602755	0.000728196	0.020702374	0.014267342	5.3648E-05	0.000692566	0	0	0.002104825	0.013377392	0	0.000502874	0	0	0.001654283	0	0	0.00632308	0	0	0	0	0	0	0.003144686	0.000167827	0.000168941	0.000464207	0.007931104	0	0	0	0	0.000835391	0.00048516	0	0	0.015679096	0	0	0	0	0	0	0	0	0	0	0.004395394	0	0.0006043	0	0	0	0.010115794	0	0.000276844	0	0	0	0.006967767	0	0	0	0	0	0.000330998	0	0	0	0	6.16446E-05	0	0.022818941	0	0.002622377	4.21087E-05	0	0	0	5.73933E-05	0	0	0	0	0	0	0	0	0	0.001227629	4.21087E-05	0.000757753	0	0	0.001771904	0	0	0	0	0	0	0	0.00255638	0	0	2.79375E-05	0	0	0	0	0	0	0	0	0	0.000159527	0	0	0	0	0.003011376	0	0	0	0	0	0	0.000118532	0	0	0.021416804	0.001871507	0	0	0	0	0	0	0	0	0
HSM7J4HS	0.168653281	0.257717979	0	0	0.034665951	0	0	0	0.273492865	0.024154746	0	0.019265926	0.021252802	0	0	0	0.007759814	0	0.001604147	0	0	0	0	0	0	0	0.002306342	0	0	0	0.001502695	0	0	0	0	0	0.000255468	0.002502638	0	0	0	0.000285263	0	0	0	0	0.016854774	0	0	0	0	0	0	0	0	0	0	0.007892636	0	0.019312718	0	0	0	0.007667279	0	0.000772068	0	0	0	0.021977554	0	0	0	0	0	3.00056E-05	0	0	0	0	0	0	0.015976847	0	0.006493073	9.3584E-05	0	0	0	0.007836716	0	0	0	0	0	0	0	0	0	0.010244826	0	0.001358332	0	0	0.00261689	0	0	0	0	0	0	0	0.003481808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005737791	0	0	0	0	0	0	0	0	0	0.049385079	0.006848104	0	0	0	0	0	0	0	0	0
HSM7J4HU	0.445587467	0.039300328	0.001705458	0	0.133155276	0	8.02237E-05	0	0.044120949	0.068186911	0.015620358	0.039409658	0.050784836	0	0	0	0.034609902	0	0.007806945	0	0.023671729	0	0	0.005211932	0	0	0	0	0	0	0.01906257	0	0	0.007006899	0	0	0.001833461	0.002051077	0	0	0	8.60657E-05	0	0	0	0	0.00540858	0	0	0	0	0	0	0	0	0	0	0.000129464	0	0.000910523	0	0	0	0.009431553	0	0	0	0	0	0.003254954	0	0	0	0	0	0	0	0	0	0	0	0	0.009698826	0	0.000228987	0.005716017	0.002639871	0	0	0	0	0	0.004156401	0	0	0	0	0	0	0	0	0	0	0	0.010850021	0.000991373	0	0	0	0	0	0	0.00094495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000516603	0	0	0	0	0	0	0	0	0	0.002318663	0.003511169	0	0	0	0	0	0	0	0	0
HSM7J4HW	0.165565358	0.01129789	0.109888241	0	0.09488202	0.008316781	0.024833132	0.00066205	0.004039781	0.113957811	0.021520208	0.02160763	0.005829079	0	0.010198364	0.000177276	0	0.03871174	0.030842283	0.000326465	0	0	0	0.005698614	0.014667596	0	0.000359294	0	0.008049286	0	0.03901559	0	0	0.00166929	0.001246769	0	0.000504106	0.001620897	1.83599E-05	0	0	0.000195271	0.01118615	0.021906494	0.039499391	0	0.000478573	0	0	0	0	0	0.00020743	4.71764E-05	0	0	0	0.002681636	0	3.28289E-05	0	0	0	0.000568791	0	0	0	0	0	0.003126043	0	0	0	0	0	0	0	0	0	0	0.000253755	0.000342637	0	0.085638248	0.002351645	0	6.04295E-05	0	0	0.005039725	0	0	0.001420398	0	0	0	0	0.000524898	0	0.004049022	0	0	0	0.006345344	0	0	0.007052746	0	0.002158197	0	0.000220075	0	0	0	0	0	0	0	0	0	0.000467022	0.011960426	0	0	0	0.002866329	0	0	0	0	0.006315798	0.039455011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007546274	0	0.000496325	0	0
HSM7J4HY	0.258853237	0.011000997	0.162714698	0	0.196364746	1.42823E-05	0.038570039	0	0.022167202	0.038844238	0.038083732	0.016205923	0.041164246	9.46074E-05	0.002326086	8.13381E-05	0	0.018579819	0.023521587	0	0	3.19072E-05	0	0.003188695	0.050003758	0	0.000938781	0	0.002668455	0	0.005754237	0	0	0.001334228	0.002569796	0	7.19178E-06	0.004333505	0.001496397	0.000230947	0	1.85366E-05	0.007903769	0.002442876	0.002054216	0	0	0	0.000472227	0	0	0	9.27841E-05	0	0	0	0	0	0	0.000364654	0	0	0	0.002883804	0	0	0	0	0	0.000168247	0	0	0	0	0	0.008039299	0	0	0	0	0.001109864	0.000353917	8.11355E-05	0.009950389	9.31893E-05	0.000896947	0.001079274	0	0	0.000493397	0	0	0.000927436	0.000789678	0	0	0	0	0	0.000171286	0	0	0	0.000159536	0	0	0.000401423	0	0.003035743	0	0.00297051	0	0	0	0	1.62068E-06	0	0	0	0	0.000591347	0.000502614	0	0	0	0.000529457	0	0	0	0	0.000633586	0.007764289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166039	0	0.000217881	0	0
HSM7J4I3	0.445692937	0.043126151	0.082989159	0	0.151367506	0	0.048890989	0	0.00090762	0	0.086386493	0.038204909	0	0.009689771	0	0.019093848	0	0.00456971	0	0	8.04335E-05	2.86903E-05	0	0.003642963	0	0	0.000978994	0	0	0	0	0	0	0.002063386	0.012013182	0.008130227	0.000277239	0.004814635	0	0.014266629	4.57031E-05	0.003089694	0	0	0	0	0.000719976	0	0.001238616	0	0	0	0	0	0	0	0	0.000595852	0	0.000203449	0	0	0	0	0	0.000872688	0	0.00380826	0	0.0003016	0	0	0	0	0	0.000201537	0	0	0	0	0	0	0	0	0.000211302	0.002829568	0.000376195	0	0	0.000436294	0	0	0	0	0.000456931	0	0	0.000145062	0	0	0	0.000597262	0	0	0	0.000243314	0.000108318	0	0	0	0	0	7.02661E-05	0	0	8.25475E-06	0	0	0	0	0	0.000759739	0	0	0	0.000543203	0	0	0	0	0	0	0.000620818	0	0	0	0	0	0	0	0.000966813	5.57699E-05	0	0	0	0	0	0	0.003278043	0	0
HSM7J4I5	0.18533506	0.011352726	0.120223066	0	0.133476898	3.87592E-05	0.030889141	0	0.018561188	0.090952067	0.019496279	0.020838553	0.017432619	0.001282653	0.001555026	0	0	0.048926445	0.026098679	0	1.75793E-05	0	0	0.004971974	0.014649902	0	0.000893473	0	0.018036351	0	0.044985296	0	0	0.000714821	0.001946959	0	0	0.003783995	0.000330512	0	0	0	0.009946595	0.028997356	0.0140126	0	0.000346609	0	0	0	0	0	1.2602E-05	0	0	0	0	0	0	0.000551841	0	0	0	0.000614957	0	0	0	0	0	0.000728799	0	0	0	0	0	0.001676386	0	0	0	0	0.001823163	0.000114689	0	0.010913985	0.002887875	0.000115642	0.000321087	0	0	0.00425853	0	0	0.000112465	0.00068411	0	0	0	0	0	0.001760259	0	0.000370012	0	0.004362947	0	0	0.000855031	0	0.022920746	0	0	0	0	0	0	0	0	0	0	0	0.000991006	0.003486418	0	0	0	0.004979598	0	0	0	0	0.005578247	0.051125445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008536016	0	0.000124961	0	0
HSM7J4I7	0.152886393	0.021279628	0.074048437	0	0.083501699	7.68869E-05	0.050890384	0	0.002936249	0.190023535	0.011019764	0.046965105	0.011933548	0.000382247	0.001737885	0	0	0.041691626	0.025885077	0	0	0	0	0.009309659	0.023747337	0	0	0	0.007025254	0	0.026185953	0	0	0.000392309	3.56545E-05	0	0	0.001565627	0	0.000479696	0	0	0.008909585	0.015430754	0.027084425	0	7.62307E-05	0	0.00012326	0	0	0	0.000304813	0.000323078	0	0	0	0.000258222	0	0.000218521	0	0	0	0.000540068	0	0	0	0	0	0.001200879	0	0	0	0	0	0	0	0	0	0	0.00223847	0.00021163	0	0.03026949	7.36058E-05	0	4.28729E-05	0	0	0.003265998	0	0	0.000181335	0.001559175	0	0	0	0	0	0.003009417	0	0.001744775	0	0.014914529	0	0	0.000749073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003756522	0	0	0	0.012209051	0	0	0	0	0.001448274	0.08404461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001811381	0	0	0	0
HSM7J4I9	0.097799487	0.028894307	0.069666252	0	0.04382933	0.000626267	0.032814071	0	0.008864645	0.186237881	0.011233983	0.072349245	0.001884134	0	0.002218306	8.92515E-06	0	0.031349419	0.035843175	0	0	0	0	0.008130928	0.028601168	0	0.000388997	0	0.003201463	0	0.020473485	0	0	0.000517311	0.000428987	0	0	0.000950471	0	4.34666E-05	0	8.48469E-05	0.007404398	0.02338888	0.049299984	0	0.002860221	0	0	0	0	0	0.000171664	0	0	0	0	0	0	4.3003E-05	0	0	0	0.000561473	0	0	0	0	0	0.002472499	0	0	0	0	0	0	0	0	0	0	0.001060586	0.000422844	0	0.09111733	0.00113674	0	6.94307E-05	0	0	0.004959718	0	0	0	0.001765441	0	0	0	0	0	0.003192306	0	0.000445098	0	0.011115638	0	0	0.000217681	0	0.000141296	0	0.000211769	0	0	0	0	0	0	0	0	0	0	0.001028595	0	0	0	0.015365401	0	0	0	0	0.005345934	0.086492132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003269387	0	0	0	0
HSM7J4IC	0.001458141	0.047643768	0.120487099	0	2.93694E-06	0.224493502	0.104535964	0	0.079281612	0	2.52172E-05	0.026928104	0.000583439	0	0.091939525	0	0	0.103914244	0.057727502	0	0	0	0	0.001642763	4.66872E-05	0	0	0.006057796	0	0.018867315	0.008419299	0	0	0.002238253	0	0.005169422	0.002114496	0.001718819	0.003816606	0	0	0.008401677	0.012502761	0	0.006038351	0	0.002807311	0	0	0	0	0	0.000652912	0	0	0	0	0.000603288	0	0.000902856	0	0	0	0.000249032	0	0	0	0	0	0.000264629	0	0.004514889	0.038300447	0	0	0	0	0	0	0	0	0	0	0	0.001181258	0	0	0.000941138	0	0	0	0	0	0	0	0	0	6.00554E-05	0	0	0	2.73439E-06	0.001110873	0.000711044	0.005148559	0.000846447	0.000124263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292479	0	0	0	0	0	0	0	0	0	3.43318E-05	0	0	0	0	0	0	0	0.005196158	0	0
HSM7J4IO	0.003161752	0.017152924	0.015881719	0	0.00568748	0	0.014827485	0.008923984	0.047347944	0	0.00014148	0.002000881	0.007314601	0.34192389	0.003346098	0	0	0.002374112	5.61695E-05	0.000268494	0	0	0	0.083219041	2.78736E-05	0	0	0.003258888	0	0	0.001433273	0	0	0.002662456	0.091228054	0	0.001325051	0.001599459	0.025533162	0.066969053	0	0.000732843	0	7.0951E-05	0	0	0.015455063	0	0.009796407	0	0	0	0.006851942	0	0.000240304	0.03109426	0	0.00636447	0.002029493	0.0044697	0	0	0	0.083201409	0	0	0	0	0	0.005528685	0	0	0	0	0.005168757	0	0	0	0	0	0	0.008066238	0.014602384	0	0.001216936	0	0.013543399	0.004456819	0	0	0	0	0	0	0	0	0	0	0	0.000595587	0	0.00248529	0	0	0	0.003990992	0.001905646	0.00022679	0	0	0	0	0.001789189	0	0	0	0	0	0	0	0	0.004610968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007896357	0	0	0	0.0044508	0.011188397	0	0	0	0	9.11171E-05	0	0.000213486	0	0
HSM7J4IP	0	0.036199966	0.09283316	0.000750079	0.114914115	0	0.049985518	0.18621828	0.032676328	0	0	0.035323923	0.115900122	0.052831945	0.029104383	0	0	0.024087314	0	0	0	0	0	0.011409351	0	0	0	0.01048653	0	0	0.014433616	0	0	0.001254853	0.004722032	0	0.000115162	0.000621465	0.00425843	0.002807904	0	0.000187825	0	0	0	0	0.00065744	0	0.004228264	0	0	0	0.001273503	0	0.011125218	0.05270965	0	0.003242257	0.00023919	0.00027863	0	0.031563439	0	0.012687543	0	4.4434E-05	0	0	0	0.000515373	0	0	0	0	0.041549272	0.000381969	0	0	0	0	0	0.000876655	0.007077035	0	0	6.7874E-05	0.002671442	0.000883381	0	0	0	0	0	0	0	0	0	0	0	0	0.000557973	0.000294426	0	0	0	0.000299318	0	6.93008E-06	0	0	0.002762145	0	0.000220438	0	0	0	0	0	0	0	0	0.001342906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000526584	0	0	0	1.5185E-05	0.000779226	0	0	0	0	0	0	0	0	0
HSM7J4IQ	0.003116767	0.024880063	0.078251966	0	0.113196483	0.000237813	0.038797269	0.248337656	0.080846381	0.001836903	0.000517251	0.019976078	0.16543727	0	0.022376141	0	0	0.016407762	0.000249035	0	0	0	0	0.006733339	0.000116407	0	0	0.010911234	0	0	0.01694909	0	0	0.00015793	0.005291056	0	0.000817705	0.000417779	0.003623305	0.001090409	0	0.000699054	5.34594E-05	0.000559998	0.000558672	0	0.00608601	0	0.025099614	0	0	0	0.002428834	0.000687831	0.003315505	0.017217918	0	0.010531713	0.000397069	0.00183374	0	0.010503861	0	0.011139865	0	0	0	0	0	0.003453235	0	0	0	0	0.005723016	6.5498E-05	0	0	0	0	0	0.004462435	0.006712628	0	0	0	0.002773769	0.00218592	0	0	0	0	0	0	0	0	0	0	0	0.000891059	0	0.005791779	0	2.55055E-05	0	0.000280662	0	0.000689361	0.000199351	0	0.009876631	0	0.001128361	0	0	0	0	0	0	0	0	0.000596828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000134363	0	0	0	4.05027E-05	0.003097791	0	0	0	0	0.000185068	0	0	0	0
HSM7J4IR	0.000342553	0.0379021	0.075429007	0	0.175105339	0	0.033110843	0.195580932	0.063068321	9.07218E-05	1.34519E-05	0.02696512	0.086294452	0	0.026430278	0	0	0.035624774	0	0.002972755	0.000209599	1.60588E-05	0	0.015536365	0	0	0	0.008880724	0	0	0.021960093	0	0	0.003961413	0.002758672	0	0.000813889	0.001402121	0.008782077	0.024136164	0	0.000776349	0	0	0.000122318	0	0.008395936	0	0.028936076	0	0	0	0.001177819	7.88341E-05	0.00125634	0.019172849	0	0.002530095	0.001180947	0.002312675	0	0.020498221	0	0.017661028	0	0	0	0	0	0.001824759	0	0	0	0	0.02167604	0.001361244	0	0	0	0	0	0	0.001999529	0	0	0.000128262	0.007978094	0.000973121	0	0	0	0	0	0	0	0	0	0	0	0.000210641	6.01684E-05	0.000633175	0	0	0	4.75507E-05	0.000446935	0.000261008	0	0	0.005002524	0	0.000928699	0	0	0	0	0	0	0	0	0.001388043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001509318	0	0	0	4.73422E-05	0.002036235	0	0	0	0	0	0	0	0	0
HSM7J4IS	0	0.023964799	0.084731871	0	0.086020565	7.71581E-05	0.113687011	0.255895237	0.057497612	0	2.69798E-05	0.025627531	0.142526261	0	0.022566448	0	0	0.011518122	6.66319E-05	0.000140724	0	0	0	0.039422583	0	0	0	0.007580401	0	0	0.006127887	0	0	0.001692675	0.004273231	0	0.000284719	0.00028431	0.003878447	0.002162982	0	0.001471421	0	0	0	0	0.002944987	0	0.015032342	0	0	0	0.0007771	2.42205E-05	0.000540822	0.019589678	0	0.002861186	0.000386506	0.001160744	0	0.010332442	0	0.021877646	0	2.04392E-05	0	0	0	0.00092232	0	0	0	0	0.011253025	0.00072733	0	0	0	0	0	0.003013152	0.007079231	0	0	2.96369E-05	0.003811611	0.000451503	0	0	0	0	0	0	0	0	0	0	0	4.72146E-05	0	3.51555E-05	0	0	0	2.49359E-05	1.72712E-05	0.000862229	0	0	0.001650059	0	0.000276338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001626554	0	0	0	3.57687E-06	0.001095134	0	0	0	0	0	0	0	0	0
HSM7J4IU	0.000322987	0.133027318	0.060420085	0	0.066072907	0.155536751	0.007080288	0.002869111	0.059154654	0.039952271	0.036206742	0.013267597	0.032187258	0.031732218	0.008569558	0.003517901	0	0.041292387	0.037708677	0.000146665	0	0	0	0.004863213	0	0.003625058	0.016959006	0.006810338	0.060968319	0	0.008049033	0.000380463	0	0.000529725	0	0.000147639	0	0.002287864	0.004092112	0.006614857	0.001093222	0.000370613	0.007033853	0.01527328	0.008667732	0	0.001007063	0	0.000855744	0	0	0	0.001915844	0.000595752	0	0.000195806	0	0.000433284	0	3.3879E-05	0	0	0	0.000210743	0.024239104	0	0	0.005075579	0	0.000138114	0	0.009768639	0	0	0	0.001416101	0	0	0	0	0.005565039	0.000528968	0.002418942	0	0.00030069	0.000184549	0.004894494	2.26221E-05	0.006990449	0	0	0	0	0	0.000628548	0	0	0	0	0.000293871	5.08727E-05	0.00011127	0.000287918	0.000640996	0.005717441	0	0	0	0.017866813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001166283	0	0	0	0	4.15641E-05	0	0	0.017933489	0	0	0.001140522	0	0	0	0.000213774	0.00033944	0	0	0	0.008032906	0	0	0.001911189	0	0
